id,job,area,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product
621,kd,c,53426,6.2750,2,3.6321,25,10.4789,45,.7520,.4685,.3810,b
622,kl,c,47617,11.3667,1,4.9377,21,14.3338,48,.8780,.4961,.1094,b
623,kl,c,46235,4.4333,1,7.4674,42,14.5634,44,.8268,.5787,.1968,b
624,nn,b,62742,41.0500,0,17.2326,-64,6.1540,45,.9094,.6378,.1421,b
625,de,a,48927,35.2000,0,7.8754,36,12.4277,46,.9370,.6339,.5344,b
626,pz,a,59023,33.2500,1,14.2405,92,31.1848,43,.9606,.7677,.2332,b
627,pz,a,58952,11.2583,1,11.2212,29,7.8038,49,.8307,.4213,.3137,b
628,pz,a,64017,17.2167,1,8.5827,49,20.1110,49,.9173,.5079,.4404,b
629,al,b,66886,16.8917,1,9.3987,32,6.3729,49,.9134,.4921,.1897,b
630,pz,a,52859,16.4583,1,5.2641,29,13.7572,50,.8937,.4449,.3445,b
631,kd,c,61148,39.5333,1,6.8962,27,12.3369,41,.8622,.7047,.2451,b
632,qp,b,65044,13.9667,0,16.4438,-6,5.7375,49,.8937,.4961,.1334,b
633,kl,c,49211,27.2917,3,11.7924,106,12.8602,41,.9921,.7638,.2217,b
634,pz,a,59129,21.5500,1,20.9320,102,34.0360,49,.9567,.5512,.7612,b
635,vv,c,54311,33.1417,1,8.5283,31,13.9174,43,.9606,.7677,.1698,b
636,al,c,53674,39.3167,2,5.2641,44,6.3142,39,.8268,.7323,.2776,b
637,kl,c,39895,40.0750,2,2.8160,14,7.5956,39,.7992,.7047,.2201,b
638,qp,c,61467,22.7417,0,11.8196,51,13.4689,48,.9606,.5984,.2219,b
639,pz,a,60156,7.4667,0,18.0215,95,25.3863,47,.8937,.5709,.2189,b
640,qp,c,68657,39.4250,1,22.4009,145,4.6536,42,.8701,.7047,.2939,b
641,pz,a,56401,40.1833,1,7.4674,48,19.5077,43,.8858,.6693,.2380,b
642,nb,a,55764,18.0833,1,7.4674,23,30.2290,50,.9055,.4409,.6437,b
643,kd,c,56578,9.0917,1,19.9800,-45,6.7306,47,.7953,.4252,.0763,b
644,kl,c,44039,39.2083,1,9.6979,127,4.9526,41,.8740,.7126,.0528,b
645,vv,c,61360,37.9083,1,10.4052,5,13.2446,43,.9134,.7087,.3349,b
646,bf,d,42551,34.0083,1,6.9506,36,7.1578,43,.9528,.7520,.1506,b
647,kl,d,40957,7.6833,1,2.8160,4,5.2410,47,.8386,.5079,.1348,b
648,qp,c,67914,28.4833,1,21.7480,124,6.0098,44,.9961,.7559,.3586,b
649,pe,b,62069,5.5167,0,14.6757,9,8.1883,46,.9094,.6024,.1715,b
650,de,a,45952,18.0833,1,10.0787,27,5.3798,49,.9213,.4843,.1935,b
651,qp,c,61396,36.2833,1,11.9284,-45,12.5078,42,.9252,.7520,.2792,b
652,pz,a,59129,29.5667,0,19.3543,105,33.0749,45,.9685,.6929,.4465,b
653,kd,c,45668,8.3333,3,8.2019,134,6.9442,46,.6614,.3071,.2012,b
654,nn,a,57818,8.8750,0,6.0802,14,9.1921,47,.8780,.5354,.2739,b
655,vv,c,58810,36.1750,1,17.0422,-32,10.8366,43,.9331,.7244,.2780,b
656,qp,c,60121,18.6250,0,10.3236,50,8.0762,47,.9370,.6102,.2719,b
657,pz,a,61927,19.6000,1,13.4245,-18,36.7697,49,.9370,.5079,.4124,b
658,kw,c,48042,13.7500,4,6.7602,142,10.7512,51,.6260,.0354,.1757,b
659,nn,c,64088,21.2250,1,6.8962,9,19.4649,49,.9528,.5394,.1011,b
660,pz,a,55091,13.5333,0,6.4066,17,13.4208,48,.8976,.5079,.3384,b
661,pz,a,59908,17.2167,0,9.7523,56,28.6753,48,.9252,.5394,.5001,b
662,ob,a,41843,4.4333,1,2.8160,9,7.4568,44,.8268,.5787,.7064,b
663,de,a,58066,15.0500,2,13.5333,78,18.4345,51,.8425,.3504,.2137,b
664,pz,a,48467,7.2500,1,10.1603,-17,9.9503,46,.8110,.4882,.5713,b
665,kl,c,46554,9.9583,3,7.1682,63,5.1716,48,.6929,.2677,.2402,b
666,de,a,46377,7.5750,1,11.1124,23,3.9489,47,.8583,.5315,.2470,b
667,pz,a,58881,32.4917,1,20.6328,108,33.6676,43,.9685,.7559,.8991,b
668,qp,c,60652,27.8333,1,18.5111,57,17.6336,45,.9882,.7047,.1334,b
669,pz,a,68551,17.9750,0,9.6979,37,30.1116,48,.9291,.5472,.1048,b
670,pz,a,58420,4.3250,0,11.1124,12,20.7944,46,.9134,.6102,.7668,b
671,pz,a,57074,17.3250,0,9.0179,51,19.6678,48,.9291,.5591,.2562,b
672,mm,a,56578,35.0917,1,2.8160,10,24.0461,43,.9449,.7362,.7010,b
673,11,c,49211,6.3833,1,3.6321,7,4.8832,46,.8268,.5236,.3283,b
674,qp,c,59519,6.7083,1,14.8933,135,13.1592,46,.8543,.5433,.3947,b
675,de,a,50309,5.1917,0,15.4646,28,9.2561,46,.8819,.5906,.1421,b
676,kd,c,58031,19.4917,2,23.9785,99,17.6175,50,.9134,.4213,.2417,b
677,vv,c,49317,5.6250,1,4.3121,3,9.1440,46,.8504,.5591,.0905,b
678,kw,c,51796,22.7417,2,2.8160,-18,17.6336,48,.9606,.5315,.2019,b
679,qp,c,61998,32.9250,0,13.3429,-28,13.6664,45,.9488,.6693,.2384,b
680,pz,a,55055,17.2167,2,4.4481,11,19.9295,51,.8740,.3740,.3902,b
681,bf,d,42693,27.6167,2,8.5283,40,6.7306,44,1.0000,.7323,.1595,b
682,de,a,48254,24.9083,1,5.2641,14,11.2904,47,.9764,.6378,.5501,b
683,qp,c,54949,41.7000,1,3.8225,5,11.9578,45,.8858,.6339,.1334,b
684,qp,c,63486,37.8000,1,7.8754,24,12.1981,42,.9016,.7362,.3725,b
685,pz,a,60156,42.5667,1,3.8225,23,26.1872,45,.8740,.6142,.0778,b
686,al,a,57393,15.4833,0,6.1618,30,32.5036,49,.9134,.5197,.5794,b
687,po,c,59589,24.9083,2,22.9721,57,18.0500,46,.9882,.6417,.3223,b
688,pe,a,55055,11.8000,0,7.4674,28,18.7388,48,.9094,.5551,.3533,b
689,dz,c,48361,26.5333,2,8.2019,-21,9.5979,44,1.0000,.7126,.1482,b
690,al,a,51974,8.4417,1,12.3908,111,4.0503,47,.8189,.4685,.3526,b
691,am,b,72766,15.4833,2,8.5827,67,7.4408,51,.8465,.3465,.5599,b
692,pz,a,55020,17.7583,2,6.0802,31,16.8113,50,.8937,.4094,.2677,b
693,kl,c,53709,7.3583,2,11.2212,92,14.5421,45,.7441,.4252,.0680,b
694,11,c,43826,8.7667,1,6.6242,67,8.9304,47,.7992,.4370,.0846,b
695,nb,a,65895,30.6500,1,19.4631,136,34.7514,43,.9843,.7874,.2434,b
696,nb,a,43331,24.4750,0,4.3121,11,3.7887,47,.9685,.6299,.1904,b
697,pz,a,,38.0167,1,9.3987,66,20.3566,42,.8976,.7362,.0901,b
698,mm,a,51230,20.0333,1,3.6321,-9,19.2674,49,.9449,.5472,.8275,b
699,nb,a,43189,14.8333,1,3.1424,-1,5.7535,49,.8858,.4567,.2936,b
700,nb,a,56331,19.6000,1,8.7187,16,27.1589,49,.9370,.5079,.0517,b
701,11,c,48892,23.1750,1,3.6321,-9,13.8159,48,.9646,.6024,.1087,b
702,de,a,46058,19.1667,0,6.6242,-6,4.2639,48,.9370,.5827,.1888,b
703,pz,a,64230,10.7167,0,13.5877,42,22.4656,47,.9134,.5709,.4691,b
704,sa,c,48679,33.3583,3,12.4452,192,7.9534,34,.9134,.9370,.2137,b
705,nn,b,62742,42.7833,0,12.6084,28,5.2997,45,.8898,.6102,.1277,b
706,pz,a,59377,33.7917,1,24.1689,40,32.6477,44,.9528,.7283,.8585,b
707,qp,c,59023,12.1250,1,11.3028,70,12.7427,49,.8386,.4094,.2477,b
708,mm,a,53072,42.5667,1,2.8160,6,22.0545,45,.8740,.6142,.8878,b
709,pz,a,46200,8.0083,1,3.8225,6,6.8481,47,.8583,.5197,.2316,b
710,nn,b,64053,18.5167,2,10.1603,58,3.1319,50,.9016,.4094,.5556,b
711,al,c,62848,7.1417,2,27.3243,247,16.4856,46,.7874,.4724,.3056,b
712,gj,c,59093,24.0417,1,28.0315,215,16.7365,47,.9803,.6220,.1598,b
713,de,a,56543,18.0833,0,6.9506,25,21.6327,49,.9291,.5276,.6240,b
714,pz,a,62317,37.9083,0,3.6321,11,27.1536,44,.9213,.6890,.3561,b
715,de,a,,30.0000,0,10.4052,59,16.6832,46,.9567,.6614,.3218,b
716,qp,c,51938,6.2750,0,19.3543,78,17.4093,46,.8937,.5827,.2316,b
717,pe,c,55303,27.4000,1,19.9256,263,8.0228,45,.9921,.7047,.2560,b
718,pz,a,67772,20.7917,1,6.1618,12,30.6936,48,.9488,.5551,.0954,b
719,pz,a,56933,10.8250,0,10.1603,47,20.5862,48,.8780,.5039,.2300,b
720,nb,a,49246,15.9167,1,2.8160,-4,12.5879,50,.8780,.4094,.3839,b
721,pz,a,53709,9.9583,1,11.5204,10,7.7878,48,.8465,.4685,.3156,b
722,pz,a,51584,42.0250,2,6.6242,43,20.7410,43,.8228,.6220,.8072,b
723,qp,c,58420,13.1000,0,15.4646,-28,11.1676,48,.9016,.5236,.1362,b
724,nb,a,55764,14.7250,2,5.4545,20,26.1017,51,.8307,.3346,.8054,b
725,vv,c,59589,26.4250,0,10.5140,-10,15.7114,47,.9409,.6220,.2005,b
726,pz,a,49104,7.0333,0,7.4674,20,7.4675,47,.8976,.5748,.3137,b
727,nb,a,60652,14.7250,1,21.0408,249,5.7375,50,.8543,.3819,.2334,b
728,de,a,55764,8.4417,0,11.9556,33,24.8470,47,.8976,.5630,.8776,b
729,de,a,54949,8.8750,1,10.3236,46,23.5655,47,.8661,.5197,.8245,b
730,qp,c,55728,6.3833,1,15.8454,89,5.5827,46,.8189,.5157,.1114,b
731,pe,a,55516,31.6250,1,6.1618,3,30.3465,43,.9724,.7520,.6909,b
732,de,a,53638,6.1667,1,12.6084,65,15.9730,46,.8701,.5630,.4670,b
733,de,a,48113,10.5000,1,4.5841,11,12.4224,48,.8583,.4803,.7878,b
734,qp,c,59448,34.0083,0,17.2326,105,16.1172,45,.9488,.6890,.2314,b
735,pe,c,65930,28.3750,0,7.1682,-3,6.4316,46,.9724,.6850,.3197,b
736,pe,b,63557,4.7583,0,5.4545,4,10.1371,46,.8858,.5945,.1553,b
737,kd,c,46200,10.0667,3,7.7122,122,7.4461,48,.6772,.2480,.1911,b
738,de,a,49175,21.2250,1,4.4481,17,13.2126,48,.9528,.5591,.1829,b
739,kd,c,66957,4.7583,1,18.4023,156,6.9709,44,.8150,.5630,.2781,b
740,de,a,44712,37.9083,1,4.3121,2,4.8832,43,.9094,.7205,.1946,b
741,pz,a,,20.4667,1,12.0916,17,35.5310,49,.9449,.5354,.2785,b
742,po,c,60192,20.5750,2,6.0802,3,14.1256,49,.9409,.4882,.4684,b
743,qp,c,59271,6.2750,2,10.4052,45,6.1006,45,.7717,.4882,.2532,b
744,kl,c,43437,11.8000,2,3.6321,9,9.9396,49,.7480,.2795,.1716,b
745,nn,c,60935,34.6583,0,2.8160,-2,12.7427,46,.9409,.6575,.1941,b
746,de,a,49140,20.1417,1,4.3121,13,9.7153,49,.9449,.5394,.2942,b
747,de,a,56295,15.7000,1,10.6772,44,19.9134,50,.8780,.4213,.3218,b
748,pe,a,42870,15.1583,1,9.3443,16,6.1700,50,.8819,.4409,.0753,b
749,pz,a,61006,40.6167,0,2.8160,2,9.4537,46,.9173,.6378,.2576,b
750,pe,c,46129,11.4750,0,2.0000,0,9.8221,48,.8819,.5039,.1506,b
751,pz,a,49742,4.1083,1,6.0802,36,18.6213,44,.8346,.5906,.2429,b
752,pz,a,59837,13.4250,1,13.7781,13,24.3558,49,.8583,.4252,.4800,b
753,pz,a,59589,23.5000,1,19.6263,105,32.7545,47,.9724,.6063,.4482,b
754,qp,c,57322,11.2583,0,17.6951,161,8.1883,48,.8898,.5197,.3584,b
755,al,a,54134,40.2917,1,3.1424,10,28.1734,42,.8543,.6811,.6318,b
756,nn,a,63663,31.3000,1,6.0802,24,32.1405,43,.9764,.7598,.4283,b
757,pz,a,54949,12.1250,1,3.6321,-3,12.9510,49,.8543,.4449,.3273,b
758,de,a,51053,5.4083,0,10.8132,39,13.1111,46,.8780,.5827,.3418,b
759,kl,c,40107,41.7000,4,4.5841,43,6.9015,35,.6181,.5827,.2084,b
760,pz,a,57358,15.1583,1,14.2405,68,20.6770,49,.8976,.4803,.2976,b
761,qp,b,66780,13.5333,1,6.1618,30,2.1602,50,.8346,.3740,.0973,b
762,kd,c,54595,17.4333,1,5.6450,45,7.3714,50,.9016,.4409,.3028,b
763,de,a,50557,15.5917,1,6.6242,34,10.6604,50,.8858,.4449,.3105,b
764,de,a,,11.5833,0,11.7924,65,23.6136,48,.9055,.5512,.7471,b
765,pz,a,55551,32.9250,2,6.0802,12,28.8835,39,.9606,.8543,.2058,b
766,kl,d,31641,40.7250,1,9.3987,91,4.7978,43,.8622,.6654,.0357,b
767,de,a,54489,9.5250,0,16.4438,43,22.8234,47,.8898,.5433,.8186,b
768,qp,b,69862,18.8417,2,6.0802,-7,5.7375,50,.9016,.4055,.5568,b
769,kd,c,53886,8.8750,1,10.6772,65,19.0592,47,.8150,.4528,.0586,b
770,pe,c,60262,4.5417,1,4.3121,12,4.9526,44,.8268,.5748,.1759,b
771,kd,c,,7.5750,2,7.4674,23,8.0014,46,.7835,.4567,.0853,b
772,de,a,50734,5.0833,0,10.3236,39,11.0288,46,.8937,.5945,.3654,b
773,de,a,58598,42.5667,1,14.8933,93,18.6801,44,.8583,.6102,.2072,b
774,nb,a,60617,10.6083,1,10.1603,39,26.2459,48,.8268,.4252,.1231,b
775,nb,a,49707,5.9500,1,12.2276,-2,10.3614,45,.8268,.5354,.2755,b
776,pz,a,60014,17.5417,1,13.3429,27,21.7822,50,.9055,.4488,.6743,b
777,kw,c,50202,37.4750,4,7.9298,86,11.8244,30,.7323,.8583,.1780,b
778,al,c,54064,5.6250,2,8.3651,68,6.5224,45,.7953,.5236,.2798,b
779,de,a,55339,7.9000,0,14.8933,35,22.7326,47,.8740,.5433,.4786,b
780,kw,c,63344,30.2167,2,9.7523,62,17.9165,40,.9882,.8504,.0374,b
781,de,a,50946,26.1000,1,7.7666,20,14.4353,46,.9843,.6654,.2264,b
782,vv,c,58137,40.7250,1,2.0000,0,10.1692,44,.8819,.6575,.1959,b
783,de,a,56720,20.3583,1,13.6965,94,18.9310,48,.9449,.5512,.4850,b
784,kd,c,55693,18.7333,2,8.5827,93,6.5918,51,.8858,.3661,.1474,b
785,pe,b,63344,7.0333,0,5.2641,33,2.6621,47,.8858,.5630,.2862,b
786,nb,a,55976,21.2250,1,10.5140,81,18.4398,49,.9528,.5276,.4627,b
787,kl,c,48786,17.3250,2,7.7666,39,11.7763,51,.8858,.3976,.3202,b
788,pe,c,65009,36.9333,1,15.5734,65,6.3996,41,.9094,.7638,.1508,b
789,pz,a,57287,6.4917,1,10.8132,62,22.7273,46,.8543,.5433,.7467,b
790,pe,a,56437,42.4583,1,2.8160,6,19.3048,44,.8425,.6102,.3092,b
791,dz,d,43189,15.3750,3,6.0802,74,5.7963,52,.7283,.1378,.1380,b
792,kd,c,52115,4.3250,1,10.9764,16,10.4308,44,.8386,.5866,.3174,b
793,mm,a,45491,13.5333,1,6.0802,14,5.8497,49,.8740,.4567,.1635,b
794,qp,c,61077,33.4667,2,4.4481,19,6.3142,41,.9567,.8189,.2215,b
795,am,c,69968,22.4167,2,23.9785,124,15.3216,48,.9606,.5394,.2378,b
796,kl,d,37167,36.1750,4,8.9635,99,3.5751,31,.7953,.9055,.1241,b
797,de,a,47900,20.9000,0,11.7924,2,6.6719,48,.9488,.5827,.2356,b
798,nn,a,64938,18.5167,2,5.2641,37,5.2410,51,.8898,.3819,.3255,b
799,al,a,54134,38.2333,1,3.8225,30,27.4633,42,.8898,.7323,.6465,b
800,pz,a,68126,6.2750,0,23.5433,117,34.0360,46,.8937,.5827,.3686,b
801,dz,c,53603,26.3167,2,9.2899,153,16.3041,44,.9961,.7087,.1393,b
802,nb,a,45385,4.2167,1,10.4052,60,6.4316,44,.8307,.5866,.2413,b
803,11,c,50273,11.9083,0,10.8132,20,6.8161,48,.9016,.5354,.2611,b
804,kd,c,48006,36.6083,2,3.6321,28,10.2065,37,.8740,.8346,.1857,b
805,vv,c,56897,34.3333,1,20.1160,302,9.7420,41,.9488,.7992,.2731,b
806,de,a,53036,38.1250,1,10.3236,4,18.1835,42,.9016,.7244,.3984,b
807,vv,c,64442,37.3667,1,7.1682,20,3.1319,42,.9094,.7402,.4003,b
808,pe,c,60369,30.4333,2,6.0802,34,14.1843,42,.9882,.8110,.2405,b
809,nb,a,46873,22.2000,1,2.8160,4,12.9777,48,.9646,.5512,.2438,b
810,nn,c,59200,40.5083,1,7.2226,31,13.8586,44,.8858,.6614,.1469,b
811,qp,b,68091,18.4083,1,13.5333,-66,5.9084,50,.9094,.4409,.4718,b
812,qp,c,50415,18.0833,0,2.8160,-5,18.8135,49,.9291,.5354,.2058,b
813,pz,a,52682,38.9917,2,3.8225,27,26.9400,38,.8189,.7480,.6809,b
814,pz,a,57783,12.3417,1,12.3092,74,20.5435,49,.8780,.4803,.2937,b
815,qp,c,61325,15.1583,0,25.2026,-1,9.3523,49,.9055,.5000,.3602,b
816,nb,a,42799,19.9250,2,6.0802,14,5.9030,50,.9291,.4606,.0587,b
817,mm,a,61786,16.3500,1,13.0981,-42,35.2320,49,.9094,.4921,.3816,b
818,de,a,49246,19.2750,0,6.4066,16,10.1959,48,.9370,.5630,.3006,b
819,de,a,56012,39.7500,1,14.7845,15,19.6251,43,.8898,.6772,.5286,b
820,zz,a,55303,8.8750,0,10.1875,3,27.1803,47,.9134,.5866,.6773,b
821,cv,a,44393,14.1833,0,7.8754,42,9.5445,49,.9016,.5079,.6714,b
822,pz,a,51017,12.7750,1,15.9542,65,6.0152,49,.8780,.4764,.3588,b
823,nb,a,59129,24.1500,0,21.6392,94,31.6333,47,.9646,.6220,.4196,b
824,pz,a,59554,8.6583,1,7.1682,48,12.6466,47,.8543,.5039,.1797,b
825,kd,c,55480,7.3583,1,19.5175,292,8.0975,46,.8071,.4843,.0940,b
826,vv,c,55516,34.6583,1,14.0501,111,11.6375,42,.9449,.7795,.1461,b
827,mm,a,43685,12.8833,1,2.8160,0,3.8261,49,.8425,.4055,.1928,b
828,pz,a,62742,21.1167,2,9.5347,40,34.9063,49,.9488,.5079,.2981,b
829,nb,a,60192,39.4250,2,18.4023,209,5.2410,40,.8425,.7205,.1672,b
830,11,c,51159,6.0583,1,11.0036,-1,6.8695,46,.8740,.5669,.1464,b
831,pz,a,57393,26.9667,1,8.5827,53,33.8705,46,.9764,.6732,.7177,b
832,qp,c,56685,4.9750,1,4.3121,9,12.7160,45,.8346,.5669,.3519,b
833,pz,a,61573,5.5167,2,19.9528,156,23.7791,44,.7795,.5197,.3402,b
834,11,c,46200,14.2917,1,6.7602,2,8.1295,49,.8937,.4882,.2194,b
835,pe,c,64371,22.0917,0,8.9635,50,3.0145,47,.9488,.6024,.4286,b
836,pz,a,54737,39.6417,2,9.3443,115,22.6151,39,.8228,.7205,.1334,b
837,pz,a,49742,22.5250,2,3.6321,13,16.2720,48,.9685,.5591,.7771,b
838,kd,c,59164,7.7917,0,6.6242,17,17.3826,47,.8937,.5669,.2557,b
839,qp,c,49317,5.5167,0,11.8468,63,14.7076,46,.8819,.5827,.2827,b
840,qp,c,59377,38.0167,1,6.0802,29,16.2186,42,.9016,.7283,.2509,b
841,nb,a,53780,15.2667,0,15.4646,87,12.8015,47,.9291,.5906,.4049,b
842,pz,a,64761,9.6333,1,12.3092,47,26.2833,48,.8583,.4921,.3279,b
843,pe,c,58846,16.8917,1,3.6321,-4,15.0440,50,.8819,.3976,.2249,b
844,vv,c,58527,9.0917,0,11.1124,62,18.9844,47,.8780,.5276,.1329,b
845,11,c,,6.6000,2,14.0501,66,4.5842,45,.7874,.4882,.1347,b
846,pz,a,53851,40.2917,3,11.1124,156,17.6389,38,.7756,.6969,.2483,b
847,pe,a,57358,14.5083,1,14.3493,1,8.1669,49,.8819,.4567,.2808,b
848,pz,a,54843,30.6500,1,2.8160,9,24.2009,42,.9882,.7953,.0846,b
849,de,a,50698,12.4500,0,9.2899,15,16.3842,48,.9055,.5394,.8302,b
850,pe,b,66957,9.2000,0,23.2169,72,9.2081,47,.8898,.5472,.3725,b
851,vv,c,58775,37.2583,1,16.8790,24,9.3202,43,.9173,.7283,.2107,b
852,vv,c,59271,13.7500,0,6.8962,30,12.9883,49,.8976,.5079,.1959,b
853,pz,a,56331,4.0000,1,6.0802,-6,32.3434,45,.8543,.5984,.5077,b
854,nb,a,57464,39.4250,3,10.0243,136,3.6499,34,.7323,.7441,.1310,b
855,kw,c,55091,4.2167,1,8.2019,-14,10.0998,44,.8228,.5827,.3165,b
856,mm,a,57393,26.9667,1,21.7480,66,34.6126,46,.9764,.6732,.7910,b
857,de,a,56685,38.1250,0,9.6979,36,26.0003,44,.9213,.6811,.8611,b
858,pe,c,60510,31.6250,2,3.6321,6,15.9517,39,.9724,.8622,.1916,b
859,pz,a,59660,6.6000,0,15.8998,46,8.5193,47,.8898,.5748,.3294,b
860,kd,c,57004,16.6750,3,6.1618,93,7.1578,52,.7756,.1811,.1879,b
861,qp,c,62671,27.9417,1,9.5347,-15,15.1347,45,.9921,.7165,.0701,b
862,de,a,46979,4.0000,0,10.1603,16,6.3729,46,.8976,.6102,.2338,b
863,pz,a,49990,37.3667,1,2.8160,3,12.4277,43,.9134,.7283,.3756,b
864,pz,a,61786,13.7500,1,15.8726,17,21.5419,50,.8465,.3898,.6529,b
865,pz,a,52151,21.6583,1,4.5841,13,16.6137,48,.9567,.5630,.3399,b
866,cv,a,44783,10.6083,0,8.7187,-2,6.6719,48,.8976,.5394,.7761,b
867,de,a,52824,11.0417,1,7.9298,35,12.4224,48,.8740,.4961,.2599,b
868,de,a,48006,41.5917,1,5.6450,40,12.8869,43,.8543,.6378,.6905,b
869,pz,a,56012,12.3417,3,10.1875,149,24.7776,50,.6575,.1299,.1019,b
870,nb,a,62034,12.7750,2,12.9893,115,24.5533,50,.7756,.2874,.3476,b
871,vv,c,56720,42.7833,1,10.0243,60,10.6017,44,.8543,.6063,.1833,b
872,kl,c,56189,16.8917,2,19.2999,130,18.1568,51,.8661,.3622,.0770,b
873,pe,c,60581,30.1083,1,2.8160,-6,10.9594,44,.9803,.7362,.0318,b
874,de,a,49352,4.0000,1,7.7122,2,8.6314,45,.8780,.6063,.1857,b
875,po,c,53532,23.7167,1,4.3121,11,13.5703,47,.9685,.6142,.3266,b
876,am,a,67418,18.3000,0,3.1424,5,30.6295,48,.9331,.5472,.0793,b
877,nb,a,57854,18.1917,1,3.1424,6,29.0117,49,.9252,.5197,.0922,b
878,kd,c,46412,10.5000,3,4.4481,50,8.9198,48,.6654,.2165,.1298,b
879,al,c,49104,7.2500,3,11.1124,-1,12.7427,45,.6929,.3858,.2957,b
880,kw,c,51194,14.9417,2,3.8225,23,9.1654,51,.7953,.2559,.2564,b
881,cv,a,43897,16.7833,1,6.4066,20,10.3080,50,.9055,.4646,.6148,b
882,kd,c,45208,9.9583,3,6.0802,93,7.5903,47,.6496,.2205,.1946,b
883,nb,a,52930,12.0167,0,5.2641,16,13.6718,48,.8819,.5000,.4060,b
884,pe,a,65222,9.3083,0,4.5841,6,30.5280,47,.8976,.5551,.4142,b
885,pz,a,52399,8.8750,0,5.3729,17,20.1270,47,.9213,.5945,.8854,b
886,pe,a,54099,7.9000,0,2.0000,0,18.1995,47,.8898,.5630,.3011,b
887,rn,a,42232,9.7417,0,11.5204,-15,6.7306,47,.9016,.5591,.0811,b
888,al,c,65115,6.7083,1,9.2899,16,18.9310,46,.8071,.5000,.4394,b
889,kd,c,57004,31.4083,3,15.0565,317,10.8366,37,.9646,.8937,.2215,b
890,al,c,52115,4.4333,3,9.3443,85,7.5209,40,.6850,.5118,.2755,b
891,nb,a,65717,32.2750,2,18.8103,105,34.2389,40,.9685,.8504,.3400,b
892,al,c,66993,5.0833,2,7.8754,25,19.5183,44,.7913,.5394,.4616,b
893,qp,c,,38.6667,0,10.0243,24,11.7443,44,.9134,.6811,.2282,b
894,qp,c,,8.2250,0,17.8311,102,9.4484,47,.9134,.5866,.3219,b
895,qp,c,56826,35.5250,2,8.3651,63,6.9122,39,.9173,.8228,.0998,b
896,de,a,50309,8.8750,1,6.9506,27,11.3385,47,.8425,.4882,.3710,b
897,nb,a,50663,5.8417,2,7.4674,54,10.8846,45,.7874,.5118,.4376,b
898,de,a,56083,17.9750,1,8.9635,21,22.6365,49,.9252,.5079,.2224,b
899,nb,a,61644,26.3167,1,16.7158,75,34.0520,46,.9882,.6772,.2285,b
900,pz,a,56118,34.7667,2,4.5841,40,29.5242,37,.9134,.8701,.1747,b
901,pe,a,65717,13.6417,1,19.2183,159,4.7551,50,.8543,.4094,.2320,b
902,qp,c,61396,21.4417,1,12.2276,49,13.6237,48,.9528,.5669,.2192,b
903,pe,c,62069,34.8750,1,10.1875,-32,15.2896,43,.9449,.7480,.2431,b
904,11,c,43543,10.6083,3,4.9377,26,16.5870,48,.7126,.2677,.1107,b
905,de,a,49813,18.6250,0,2.0000,0,12.0273,47,.9370,.6024,.1189,b
906,am,a,69047,37.5833,0,6.8962,26,31.7988,44,.9252,.6850,.0599,b
907,pz,a,58102,29.1333,2,14.8933,82,31.9910,43,.9961,.7717,.5815,b
908,mm,a,49034,41.7000,2,2.8160,9,11.4880,42,.8189,.6339,.4677,b
909,nb,a,48644,24.0417,0,6.7602,24,13.8907,47,.9606,.6220,.2416,b
910,qp,c,57818,29.0250,0,3.6321,12,10.6230,46,.9685,.6850,.2264,b
911,kw,c,57322,26.8583,2,4.4481,13,9.1974,43,1.0000,.7323,.1496,b
912,nb,a,47262,19.1667,3,4.5841,43,10.4789,51,.8780,.3465,.3555,b
913,nb,a,50096,20.0333,1,7.1682,50,16.0851,49,.9409,.5118,.3153,b
914,pz,a,59625,10.3917,1,13.6965,43,18.4131,48,.8386,.4528,.8149,b
915,kl,c,52611,11.6917,1,15.0838,97,16.7953,49,.8189,.3898,.2599,b
916,de,a,50911,9.7417,2,15.2742,-30,11.0875,48,.7756,.3780,.3294,b
917,kl,c,47829,9.5250,1,11.8468,-28,5.9564,48,.8346,.4646,.0244,b
918,pz,a,57960,42.2417,1,7.2226,43,22.4389,45,.8780,.6220,.1899,b
919,qp,c,60050,28.5917,1,11.9284,95,18.7922,45,.9921,.7283,.1573,b
920,de,a,48786,8.8750,0,9.5347,3,8.2470,47,.9134,.5866,.2582,b
921,qp,c,53886,41.9167,1,11.5476,-4,6.8268,43,.8307,.6260,.0807,b
922,kw,c,60262,21.4417,1,11.5204,78,9.3896,49,.9567,.5472,.0878,b
923,qp,c,52044,11.8000,0,11.8196,116,8.8877,47,.9173,.5748,.0922,b
924,pz,a,59129,4.5417,1,7.7666,13,35.7179,45,.8661,.5906,.4323,b
925,am,a,68941,7.0333,1,2.8160,3,28.6059,46,.8346,.5197,.0418,b
926,dz,c,52647,27.1833,2,11.2212,190,10.8099,43,1.0000,.7480,.1871,b
927,nb,a,56437,10.2833,1,5.2641,34,32.0017,48,.8031,.4016,.1716,b
928,pz,a,62388,40.5083,0,2.0000,0,27.4793,45,.9055,.6496,.3587,b
929,de,a,54382,6.9250,0,3.8225,9,17.8364,47,.8976,.5787,.3743,b
930,kd,c,60794,23.7167,2,25.3658,110,18.7068,47,.9724,.5827,.2999,b
